変更後バス停名称,緯度,経度
仲町東組,35.656922,139.880017
東葛西三丁目,35.668656,139.883584
東葛西三丁目,35.668656,139.883584
都議会議事堂,35.689802,139.693513
都庁第二本庁舎,35.688879,139.692056
東上野一丁目,35.7074,139.77936
東上野一丁目,35.7074,139.77936
都庁第一本庁舎,35.690214,139.691504
石原二丁目,35.700505,139.800427
石原二丁目,35.700505,139.800427
大塚四丁目,35.724274,139.730824
大塚四丁目,35.724274,139.730824
第二公園,35.660462,139.791822
赤坂アークヒルズ,35.667534,139.740141
椎名町駅南口,35.725368,139.695248
椎名町駅南口,35.725368,139.695248
椎名町駅北口,35.727266,139.69651
椎名町駅北口,35.727266,139.69651
冬木,35.675384,139.803343
冬木,35.675384,139.803343
潮見一丁目,35.656206,139.810392
潮見一丁目,35.656206,139.810392
東陽七丁目,35.675981,139.819302
東陽七丁目,35.675981,139.819302
東砂団地,35.68463,139.843076
東砂団地,35.68463,139.843076
大和区民活動センター,35.713538,139.648718
早稲田大学中野国際コミュニティプラザ,35.708285,139.658846
大島二丁目,35.689106,139.821876
大島二丁目,35.689106,139.821876
東砂一丁目,35.68452,139.840586
東砂一丁目,35.68452,139.840586
築地二丁目,35.669791,139.772548
築地二丁目,35.669791,139.772548
西日暮里二丁目,35.73103,139.770089
西日暮里二丁目,35.73103,139.770089
西日暮里六丁目,35.736688,139.768283
西日暮里六丁目,35.736688,139.768283
青山陸橋下,35.664619,139.720382
青山陸橋下,35.664619,139.720382
築地駅前,35.668024,139.770606
都営飯田橋駅前,35.703945,139.746801
東京新宿メディカルセンター前,35.703202,139.742049
東京新宿メディカルセンター前,35.703202,139.742049
千歳三丁目,35.690775,139.797876
千歳三丁目,35.690775,139.797876
大崎郵便局,35.624747,139.719582
大崎郵便局,35.624747,139.719582
大崎警察署前,35.621603,139.725079
大崎警察署前,35.621603,139.725079
大崎駅,35.619481,139.729339
大崎駅,35.619481,139.729339
第一三共前,35.616682,139.735554
第一三共前,35.616682,139.735554
中村南二丁目,35.728814,139.643524
中村小学校,35.732144,139.643527
中村小学校,35.732144,139.643527
中村中学校,35.72862,139.645746
代々木上原,35.664001,139.679106
代々木上原,35.664001,139.679106
東北沢駅,35.665722,139.673494
都立家政入口,35.725366,139.642828
都立家政入口,35.725366,139.642828
中央町二丁目,35.631546,139.692097
中央町,35.630187,139.691968
中央町,35.630187,139.691968
洗足学園前,35.616166,139.692762
洗足学園前,35.616166,139.692762
洗足駅,35.610218,139.694317
西台三丁目,35.774078,139.666166
西台三丁目,35.774078,139.666166
東京女子大北,35.713389,139.588453
東京女子大北,35.713389,139.588453
早宮一丁目,35.753766,139.66004
早宮一丁目,35.753766,139.66004
仲町小学校,35.758628,139.666657
仲町小学校,35.758628,139.666657
東が丘二丁目,35.629647,139.662914
東が丘二丁目,35.629647,139.662914
東中野駅大江戸線口,35.706382,139.683772
東中野駅東口,35.706934,139.686321
東中野駅入口,35.705853,139.685835
東中野本通り,35.708694,139.687123
東中野本通り,35.708694,139.687123
東中野区民活動センター,35.709746,139.688218
東中野区民活動センター,35.709746,139.688218
東京山手メディカルセンター,35.70432,139.698199
東京山手メディカルセンター,35.70432,139.698199
西台一丁目,35.777701,139.671576
西台一丁目,35.777701,139.671576
西台都営住宅,35.772949,139.6681
西台都営住宅,35.772949,139.6681
西太子堂,35.642643,139.666277
赤塚高速下,35.784012,139.653868
中台一丁目,35.766988,139.677504
中台一丁目,35.766988,139.677504
雪谷文化センター,35.588727,139.690194
雪谷文化センター,35.588727,139.690194
雪が谷中学前,35.589717,139.689047
雪が谷中学前,35.589717,139.689047
田園調布一丁目,35.591205,139.672604
田園調布一丁目,35.591205,139.672604
田園調布坂上,35.592809,139.671481
田園調布坂上,35.592809,139.671481
調布学園前,35.59528,139.670574
調布学園前,35.59528,139.670574
田園調布二丁目,35.59691,139.669462
田園調布二丁目,35.59691,139.669462
道々橋,35.587435,139.695742
道々橋,35.587435,139.695742
池雪小学校,35.591712,139.693566
池雪小学校,35.591712,139.693566
東中,35.595519,139.69021
東中,35.595519,139.69021
洗足池,35.600261,139.690732
道々橋八幡前,35.585366,139.693833
道々橋八幡前,35.585366,139.693833
天祖神社,35.613952,139.644522
天祖神社,35.613952,139.644522
大塚山,35.633049,139.701693
大塚山,35.633049,139.701693
都立大学理学部前,35.619628,139.664324
都立大学理学部前,35.619628,139.664324
赤羽橋,35.65339,139.745192
中野工業高校,35.716473,139.658131
石神井公園駅,35.743471,139.606411
石神井公園駅,35.743471,139.606411
都市大総合グラウンド前,35.617442,139.613448
中野六丁目,35.708661,139.675421
中野六丁目,35.708661,139.675421
東中野一丁目,35.701466,139.684942
東中野一丁目,35.701466,139.684942
中野区役所入口,35.710006,139.663774
等々力商店街,35.608206,139.647164
等々力不動尊,35.603853,139.647614
東京都市大前,35.597342,139.649719
東京都市大東入口,35.597161,139.653515
等々力五丁目,35.606716,139.657284
等々力通り中央,35.608304,139.650518
東京都市大南入口,35.596449,139.648603
東京都市大南入口,35.596449,139.648603
田園調布五丁目,35.592243,139.657728
田園調布五丁目,35.592243,139.657728
多摩川グランド前,35.591735,139.661096
多摩川グランド前,35.591735,139.661096
多摩川台公園,35.587787,139.667757
多摩川台公園,35.587787,139.667757
代田四丁目,35.660223,139.659925
代田四丁目,35.660223,139.659925
西六郷三丁目,35.546848,139.707197
西六郷三丁目,35.546848,139.707197
中給田,35.669274,139.591642
中給田,35.669274,139.591642
道塚小学校,35.558155,139.706747
道塚小学校,35.558155,139.706747
西六郷一丁目,35.554395,139.706752
西六郷一丁目,35.554395,139.706752
西六郷小学校,35.552429,139.706857
西六郷小学校,35.552429,139.706857
西六郷二丁目,35.549659,139.707115
西六郷二丁目,35.549659,139.707115
中延駅前,35.605562,139.713855
中延駅前,35.605562,139.713855
多摩川大橋,35.560288,139.697283
多摩川大橋,35.560288,139.697283
唐が崎,35.628433,139.690012
唐が崎,35.628433,139.690012
代官山町,35.649821,139.702431
代官山Tサイト,35.648908,139.699218
都立第一商業高校,35.65027,139.697548
東京工科専門学校前,35.606719,139.744719
桃井第三小学校,35.705447,139.602541
天祖神社前,35.701266,139.608571
青山学院西門,35.660361,139.708981
代官山保育園・ログロード代官山,35.650612,139.705163
代官山駅,35.648602,139.703794
都立一商,35.650872,139.699197
東急大井町駅,35.607466,139.733718
東急大井町駅,35.607466,139.733718
東光寺前,35.604491,139.726714
東光寺前,35.604491,139.726714
中野三丁目,35.701952,139.665307
中野三丁目,35.701952,139.665307
西大井駅入口,35.602081,139.721786
西大井駅入口,35.602081,139.721786
特養ホームおぎくぼ紫苑,35.698003,139.625179
西田端橋,35.695346,139.623381
西田端橋,35.695346,139.623381
西蓮寺前,35.678341,139.599268
中瀬中学校,35.718857,139.619616
中瀬中学校,35.718857,139.619616
大和通り,35.700682,139.599803
長原,35.602311,139.698781
長原,35.602311,139.698781
洗足駅入口,35.608921,139.693237
洗足駅入口,35.608921,139.693237
大森日赤前,35.580492,139.718483
等々力駅入口,35.605046,139.648089
等々力駅入口,35.605046,139.648089
東京都市大北入口,35.603753,139.652532
東京都市大北入口,35.603753,139.652532
天祖神社裏,35.614398,139.646203
天祖神社裏,35.614398,139.646203
都立大学駅前,35.617702,139.676119
都立大学駅前,35.617702,139.676119
都立大学駅南口,35.616271,139.676854
都立大学駅南口,35.616271,139.676854
中根二丁目,35.615501,139.677103
中根二丁目,35.615501,139.677103
中根小学校,35.6123,139.677866
中根小学校,35.6123,139.677866
東玉川町,35.59802,139.67449
東玉川町,35.59802,139.67449
東玉川交番前,35.596672,139.675712
東玉川交番前,35.596672,139.675712
調布高校グランド前,35.595181,139.677045
調布高校グランド前,35.595181,139.677045
体育館,35.779726,139.711646
体育館,35.779726,139.711646
赤羽台高台,35.783946,139.713365
赤羽台高台,35.783946,139.713365
東京北医療センター,35.784074,139.711002
東が丘一丁目,35.628315,139.671776
東が丘一丁目,35.628315,139.671776
築地五丁目,35.663185,139.76522
代田六丁目,35.665412,139.660921
代田六丁目,35.665412,139.660921
大原町,35.669166,139.661958
大原町,35.669166,139.661958
東坂下二丁目,35.783116,139.687801
東坂下二丁目,35.783116,139.687801
千住宮元町,35.749328,139.795627
千住神社前,35.747251,139.797367
東保木間一丁目,35.789368,139.812306
東保木間一丁目,35.789368,139.812306
大井競馬場前,35.593265,139.741034
大谷橋,35.781004,139.681986
大谷橋,35.781004,139.681986
青山学院初等部前,35.657723,139.710599
青山学院初等部前,35.657723,139.710599
青山斎場,35.666714,139.724275
青山斎場,35.666714,139.724275
東品川五丁目,35.623783,139.753992
大田市場,35.579266,139.758642
大田市場北,35.584416,139.764206
東京ヘリポート前,35.63577,139.836563
東千石橋,35.64006,139.835148
大杉三丁目,35.704496,139.881179
大杉三丁目,35.704496,139.881179
大杉第二小学校前,35.706043,139.880801
大杉第二小学校前,35.706043,139.880801
大杉四丁目,35.709468,139.879981
大杉四丁目,35.709468,139.879981
大杉小学校前,35.705659,139.87365
大杉小学校前,35.705659,139.87365
同潤会,35.702633,139.87345
同潤会,35.702633,139.87345
東糀谷六丁目,35.557119,139.747678
東六郷一丁目,35.552449,139.718753
東六郷一丁目,35.552449,139.718753
東糀谷小学校,35.557222,139.745192
東糀谷小学校,35.557222,139.745192
東糀谷二丁目,35.557169,139.742011
東糀谷二丁目,35.557169,139.742011
大森警察署前,35.572606,139.733422
仲六郷一丁目,35.552917,139.715379
仲六郷一丁目,35.552917,139.715379
仲六郷三丁目,35.549226,139.713499
仲六郷三丁目,35.549226,139.713499
動物愛護センター,35.578561,139.777427
大田スタジアム,35.585909,139.751991
大森西特別出張所,35.578845,139.730362
大森西特別出張所,35.578845,139.730362
東京港野鳥公園,35.584888,139.756543
東京港野鳥公園,35.584888,139.756543
大森西二丁目,35.577523,139.727079
大森西二丁目,35.577523,139.727079
大森西四丁目,35.572883,139.724786
大森西四丁目,35.572883,139.724786
東邦大学,35.569591,139.723694
東邦大学,35.569591,139.723694
足立入谷町アパート,35.803503,139.757903
足立入谷町アパート,35.803503,139.757903
都立産業技術高専荒川キャンパス前,35.734524,139.80804
都立産業技術高専荒川キャンパス前,35.734524,139.80804
第三団地東,35.788163,139.783682
第三団地東,35.788163,139.783682
巣鴨小学校前,35.727539,139.733466
巣鴨小学校前,35.727539,139.733466
東池袋三丁目,35.730056,139.723514
東池袋三丁目,35.730056,139.723514
東池袋二丁目,35.731577,139.720688
東池袋二丁目,35.731577,139.720688
東京空港事務所前,35.553757,139.782837
東貨物,35.558485,139.780459
湯立坂下,35.721106,139.740102
湯立坂下,35.721106,139.740102
椿二丁目北,35.781203,139.760819
椿二丁目北,35.781203,139.760819
千住緑町三丁目,35.746974,139.792973
足立市場入口,35.741263,139.798536
千住大橋駅,35.742119,139.797066
千住緑町二丁目,35.745493,139.792968
大井消防署前,35.602663,139.739967
大井消防署前,35.602663,139.739967
千住大川町,35.756416,139.798823
大井水産物埠頭入口,35.594057,139.77093
大井水産物埠頭入口,35.594057,139.77093
千住柳町,35.754976,139.798305
天王洲公園前,35.619768,139.750696
東品川橋,35.615748,139.750366
東品川ゆうゆうプラザ前,35.613087,139.750099
大井シャシープール前,35.589151,139.771624
大井シャシープール前,35.589151,139.771624
東五反田三丁目,35.625122,139.730575
東五反田三丁目,35.625122,139.730575
東五反田一丁目,35.625906,139.725259
千住仲町,35.745705,139.800791
千住仲町公園,35.743754,139.800464
千寿第八小入口,35.742589,139.804834
千住関屋町,35.741135,139.804303
千住河原町,35.742949,139.799386
足立清掃工場前,35.804033,139.797014
大井水産物埠頭前,35.590881,139.773049
大井水産物埠頭前,35.590881,139.773049
千住元町,35.756704,139.792131
大川町土手下,35.757272,139.79584
島根町,35.782216,139.803156
島根町,35.782216,139.803156
椿一丁目,35.778023,139.760604
地福寺江北氷川神社前,35.770043,139.761937
竪川大橋北詰,35.695107,139.834047
竪川大橋北詰,35.695107,139.834047
大島五丁目,35.688001,139.836131
大島五丁目,35.688001,139.836131
袖ヶ浦,35.669826,139.841044
袖ヶ浦,35.669826,139.841044
第四葛西小学校前,35.659601,139.869595
第四葛西小学校前,35.659601,139.869595
西馬橋,35.697845,139.643397
西馬橋,35.697845,139.643397
西武百貨店前,35.660613,139.699155
西武百貨店前,35.660613,139.699155
足立第五中学校前,35.777295,139.777067
足立第五中学校前,35.777295,139.777067
大谷口二丁目,35.743772,139.689222
大谷口二丁目,35.743772,139.689222
赤羽橋交差点,35.655801,139.744745
赤羽橋交差点,35.655801,139.744745
池袋小学校,35.737787,139.710299
池袋小学校,35.737787,139.710299
長崎六丁目,35.733437,139.680878
長崎六丁目,35.733437,139.680878
長崎第二豊寿園前,35.734759,139.682452
長崎第二豊寿園前,35.734759,139.682452
千早高校,35.736341,139.684751
千早高校,35.736341,139.684751
千早四丁目,35.738231,139.686307
千早四丁目,35.738231,139.686307
西池袋通り,35.728387,139.700305
西池袋通り,35.728387,139.700305
青海二丁目,35.61816,139.781731
青海二丁目,35.61816,139.781731
大杉東小学校前,35.699868,139.878146
大杉東小学校前,35.699868,139.878146
中川大橋,35.756534,139.853953
中川大橋,35.756534,139.853953
西瑞江一丁目,35.701806,139.895646
西瑞江一丁目,35.701806,139.895646
田柄五丁目,35.759285,139.633521
田柄五丁目,35.759285,139.633521
田柄町,35.75959,139.636077
田柄町,35.75959,139.636077
東田端一丁目,35.738079,139.763842
東田端一丁目,35.738079,139.763842
田端新町,35.738875,139.765691
田端新町,35.738875,139.765691
都立大荒川キャンパス前,35.749446,139.772868
都立大荒川キャンパス前,35.749446,139.772868
東新町一丁目,35.757938,139.683021
東新町一丁目,35.757938,139.683021
田柄中学校,35.760082,139.641463
田柄中学校,35.760082,139.641463
田柄一丁目,35.759459,139.648126
田柄一丁目,35.759459,139.648126
東尾久六丁目,35.749499,139.774753
東尾久六丁目,35.749499,139.774753
東向島六丁目,35.727444,139.823896
東向島六丁目,35.727444,139.823896
巣鴨駅前,35.734082,139.738232
巣鴨駅前,35.734082,139.738232
巣鴨駅南口,35.732498,139.740069
巣鴨駅南口,35.732498,139.740069
西日暮里一丁目,35.735127,139.773085
西日暮里一丁目,35.735127,139.773085
西日暮里五丁目,35.73347,139.769094
西日暮里五丁目,35.73347,139.769094
千駄木一丁目,35.724983,139.759597
千駄木一丁目,35.724983,139.759597
千住大橋,35.736196,139.796317
千住大橋,35.736196,139.796317
千住一丁目,35.747411,139.799027
千住一丁目,35.747411,139.799027
町屋駅前,35.742396,139.780382
町屋駅前,35.742396,139.780382
町屋一丁目,35.744995,139.782116
町屋一丁目,35.744995,139.782116
赤不動,35.763869,139.792689
赤不動,35.763869,139.792689
足立梅田町,35.769368,139.795664
東向島一丁目,35.720042,139.815811
東向島一丁目,35.720042,139.815811
東向島五丁目,35.725211,139.821481
東向島五丁目,35.725211,139.821481
東日暮里四丁目,35.726065,139.779004
東日暮里四丁目,35.726065,139.779004
大門小学校前,35.749546,139.777472
大門小学校前,35.749546,139.777472
東京芸術劇場,35.729921,139.707687
西台公園,35.773359,139.673702
西台公園,35.773359,139.673702
赤羽二丁目,35.782128,139.722329
赤羽二丁目,35.782128,139.722329
東日本橋駅前,35.6912,139.783942
都立新宿山吹高校前,35.707232,139.728247
都立新宿山吹高校前,35.707232,139.728247
扇橋三丁目,35.682476,139.819749
扇橋三丁目,35.682476,139.819749
千駄木五丁目,35.727481,139.75636
千駄木五丁目,35.727481,139.75636
第二辰巳小学校前,35.648891,139.809396
辰巳中央,35.651054,139.808638
辰巳一丁目北,35.652052,139.80911
西尾久一丁目,35.744984,139.763434
西尾久一丁目,35.744984,139.763434
西台交差点南,35.777862,139.674416
西台交差点南,35.777862,139.674416
中台三丁目,35.775334,139.680811
中台三丁目,35.775334,139.680811
中台二丁目,35.774659,139.683533
中台二丁目,35.774659,139.683533
西尾久二丁目,35.747099,139.762846
西尾久二丁目,35.747099,139.762846
西尾久三丁目,35.752606,139.76219
西尾久三丁目,35.752606,139.76219
東駒形三丁目,35.70616,139.804444
東駒形三丁目,35.70616,139.804444
東京都現代美術館前,35.679691,139.806641
東京都現代美術館前,35.679691,139.806641
中丸町坂下,35.743221,139.702666
大泉学園幼稚園前,35.764041,139.591046
大泉町四丁目,35.762496,139.598663
大泉町四丁目,35.762496,139.598663
大泉第一小学校,35.765336,139.599835
大泉第一小学校,35.765336,139.599835
大泉町六丁目,35.757129,139.595221
大泉中央公園,35.773548,139.599753
大泉中央公園,35.773548,139.599753
中井駅,35.716146,139.687531
中井駅,35.716146,139.687531
中落合,35.718055,139.688559
中落合,35.718055,139.688559
中落合二丁目,35.719584,139.690044
中落合二丁目,35.719584,139.690044
中落合三丁目,35.7218,139.692138
石神井公園駅北入口,35.750126,139.607764
石神井町六丁目,35.740693,139.597159
石神井町六丁目,35.740693,139.597159
仲通り,35.712726,139.611149
仲通り,35.712726,139.611149
石神井台四丁目,35.731818,139.586832
石神井台四丁目,35.731818,139.586832
石神井清掃事務所,35.730789,139.590349
石神井清掃事務所,35.730789,139.590349
早稲田高等学院南,35.729737,139.593222
早稲田高等学院南,35.729737,139.593222
石神井消防署前,35.729449,139.598236
石神井消防署前,35.729449,139.598236
石神井小学校東,35.736607,139.60194
長光寺橋公園,35.739895,139.613801
長光寺橋公園,35.739895,139.613801
石神井台七丁目,35.731544,139.580077
石神井台七丁目,35.731544,139.580077
石神井高校前,35.731279,139.570984
石神井高校前,35.731279,139.570984
谷原中学校,35.752668,139.61436
谷原中学校,35.752668,139.61436
石神井庁舎前,35.743715,139.602876
石神井庁舎前,35.743715,139.602876
石神井警察署,35.742517,139.598891
石神井警察署,35.742517,139.598891
東京高輪病院,35.629958,139.732305
東京高輪病院,35.629958,139.732305
竹芝橋,35.644421,139.753261
竹芝橋,35.644421,139.753261
青山二丁目交差点,35.672203,139.721803
青山二丁目交差点,35.672203,139.721803
青南小学校,35.662948,139.71589
青南小学校,35.662948,139.71589
青山高樹町,35.657663,139.714631
青山高樹町,35.657663,139.714631
西麻布四丁目,35.659275,139.721041
西麻布一丁目,35.660052,139.724073
赤坂五丁目交番前,35.670403,139.734074
赤坂八丁目,35.671168,139.726542
赤坂六丁目,35.668383,139.732894
赤羽橋南,35.653558,139.745804
石神井高校北,35.731525,139.569816
石神井高校北,35.731525,139.569816
石神井台八丁目交差点西,35.735758,139.575703
石神井台八丁目交差点西,35.735758,139.575703
大泉第二小南,35.740947,139.574375
大泉第二小南,35.740947,139.574375
大泉第二小学校,35.743232,139.573566
大泉第二小学校,35.743232,139.573566
中前新田,35.744995,139.571644
中前新田,35.744995,139.571644
大泉桜学園,35.777218,139.589327
土支田地域集会所,35.76463,139.611653
土支田地域集会所,35.76463,139.611653
大泉町一丁目,35.76739,139.603716
大泉町一丁目,35.76739,139.603716
西大泉二丁目交番前,35.759842,139.576253
西大泉二丁目交番前,35.759842,139.576253
西大泉六丁目,35.761199,139.567788
西大泉五丁目,35.760411,139.566078
西大泉五丁目,35.760411,139.566078
大泉特別支援学校,35.775908,139.59241
田柄高校,35.762821,139.635363
田柄高校,35.762821,139.635363
谷原小学校,35.74932,139.614721
谷原小学校,35.74932,139.614721
築地本願寺,35.666541,139.773461
朝潮橋南,35.659993,139.785381
築地社会教育会館,35.666605,139.768437
築地場外市場前,35.666105,139.769821
東洋学園大学前,35.704487,139.757678
東京しごとセンター,35.700001,139.750895
地下鉄飯田橋駅東口,35.701932,139.746155
専大前交差点,35.694659,139.755924
湯島二丁目,35.705441,139.76419
台東三丁目,35.705256,139.779822
台東地区センター,35.701497,139.779366
東都文京病院入口,35.704644,139.767141
大宮八幡前,35.682436,139.643203
大宮八幡前,35.682436,139.643203
都立和田堀公園,35.684613,139.642575
都立和田堀公園,35.684613,139.642575
湯島総合センター,35.704182,139.764195
浅草橋駅北,35.698889,139.784422
浅草菊水通り,35.711679,139.791672
西浅草,35.712179,139.789097
太子堂,35.647672,139.668907
太子堂,35.647672,139.668907
東部地域病院前,35.766159,139.845811
東部地域病院前,35.766159,139.845811
第七中学校,35.773366,139.786792
第七中学校,35.773366,139.786792
東和病院前,35.773071,139.843228
東和病院前,35.773071,139.843228
徳耀会心療内科クリニック入口,35.772239,139.833999
徳耀会心療内科クリニック入口,35.772239,139.833999
東和郵便局前,35.772594,139.841026
東和郵便局前,35.772594,139.841026
扇一丁目,35.764909,139.774303
扇一丁目,35.764909,139.774303
扇三丁目アパート,35.769699,139.773976
扇三丁目アパート,35.769699,139.773976
代田一丁目,35.654038,139.663247
代田一丁目,35.654038,139.663247
代沢四丁目,35.653747,139.669981
代沢四丁目,35.653747,139.669981
足立三丁目,35.76425,139.810709
足立三丁目,35.76425,139.810709
青井ふれあい公園,35.772191,139.810639
青井ふれあい公園,35.772191,139.810639
滝野川信用金庫,35.770703,139.811664
滝野川信用金庫,35.770703,139.811664
足立四丁目,35.76691,139.806128
第十一中学校,35.770324,139.81433
第十一中学校,35.770324,139.81433
中洲,35.682835,139.790139
祖師谷商店街西,35.643002,139.606052
祖師谷六丁目三叉路,35.652327,139.603641
祖師谷五丁目北,35.653485,139.606369
塚戸南,35.6536,139.608688
千歳台五丁目,35.655424,139.612636
大東学園,35.658574,139.618422
船橋希望中学校北,35.6566,139.618722
船橋交番,35.656465,139.623161
船橋交番,35.656465,139.623161
船橋まちづくりセンター,35.653662,139.621893
船橋まちづくりセンター,35.653662,139.621893
船橋地区会館,35.651906,139.620484
船橋地区会館,35.651906,139.620484
祖師谷商店街,35.645399,139.608608
祖師谷まちづくりセンター,35.646976,139.608447
祖師谷五丁目南,35.651065,139.608397
中之台小学校,35.764459,139.841868
中之台小学校,35.764459,139.841868
大正小学校前,35.7212,139.787798
台東保健所,35.713797,139.781394
中幡小学校,35.680993,139.674761
浅草消防署,35.707162,139.793721
代々木中学入口,35.674792,139.684715
代々木中学入口,35.674792,139.684715
代々木公園,35.668204,139.697933
代々木公園,35.668204,139.697933
代々木一丁目,35.682216,139.699226
代々木区民会館,35.682075,139.694988
千駄ヶ谷駅,35.680694,139.711187
千駄ヶ谷駅,35.680694,139.711187
千駄ヶ谷社会教育館,35.677995,139.71025
千駄ヶ谷社会教育館,35.677995,139.71025
代々木駅,35.682243,139.702015
天神森橋,35.62167,139.609393
大道南,35.680294,139.628401
善福寺川緑地,35.695069,139.632445
善福寺川緑地,35.695069,139.632445
中杉通り,35.703033,139.636502
中杉通り,35.703033,139.636502
鍛冶町一丁目,35.691132,139.773146
田端三丁目,35.735333,139.754094
田端区民センター,35.734303,139.756838
田端二丁目,35.735854,139.759292
田端五丁目,35.738566,139.757831
中里保育園,35.741314,139.752624
滝野川会館,35.742938,139.747472
東武線小菅駅,35.758193,139.813519
東浅草二丁目,35.725576,139.799801
大正小学校,35.72125,139.786916
東京国立博物館,35.717163,139.776006
善光寺坂上,35.720024,139.768326
池之端四丁目,35.718534,139.768669
谷中小学校,35.724009,139.765979
谷中清水町公園,35.720016,139.769615
特養ホーム谷中入口,35.724377,139.7647
谷中銀座・よみせ通り,35.72653,139.764466
千束小学校前,35.720172,139.793796
浅草寺北,35.71613,139.797744
浅草松屋西,35.712358,139.79794
千歳烏山駅南口,35.667032,139.601943
東小岩一丁目,35.722402,139.889976
東小岩一丁目,35.722402,139.889976
谷河内テニスコート,35.700277,139.898671
谷河内テニスコート,35.700277,139.898671
前沼橋,35.710823,139.891738
前沼橋,35.710823,139.891738
青砥駅東交差点,35.74904,139.857577
青砥駅東交差点,35.74904,139.857577
中央森林公園前,35.713599,139.870034
中央森林公園前,35.713599,139.870034
大杉一丁目,35.707559,139.874978
大杉一丁目,35.707559,139.874978
第一広場,35.70438,139.903566
谷河内一丁目,35.703196,139.896379
谷河内一丁目,35.703196,139.896379
都庁本庁舎,35.688706,139.692394
大泉学園町五丁目,35.766473,139.580738
西大泉市民農園,35.76254,139.577439
土支田地蔵,35.762393,139.612054
大泉学園町体育館西,35.765888,139.58247
大泉学園町福祉園入口,35.76354,139.581616
西大泉地区区民館,35.759626,139.572562
西大泉地区区民館,35.759626,139.572562
大泉第四小学校,35.755959,139.573753
大泉第四小学校,35.755959,139.573753
東大泉四丁目,35.750719,139.581732
東大泉四丁目,35.750719,139.581732
船橋交番北,35.657356,139.623549
